City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain inches (last 3 hrs),Snow inches (last 3 hrs)
471,Whitianga,NZ,2019-11-08 05:17:22,-36.83,175.7,65.37,77,0,8.03,clear sky,0.0,0.0
472,Etah,IN,2019-11-08 05:17:23,27.56,78.66,84.51,26,4,3.0,clear sky,0.0,0.0
473,Los Llanos De Aridane,ES,2019-11-08 05:14:52,28.66,-17.92,68.0,77,90,14.99,overcast clouds,0.0,0.0
474,Bonfim,GY,2019-11-08 05:17:23,3.36,-59.84,77.23,82,13,11.43,light rain,1.38,0.0
475,Ust-Omchug,RU,2019-11-08 05:17:23,61.13,149.63,10.31,98,97,5.84,overcast clouds,0.0,0.0
476,Nouadhibou,MR,2019-11-08 05:17:23,20.93,-17.03,65.61,85,98,16.71,overcast clouds,0.0,0.0
477,Haines Junction,CA,2019-11-08 05:13:57,60.75,-137.51,32.65,99,100,1.48,overcast clouds,0.0,0.0
478,Lichuan,CN,2019-11-08 05:17:24,30.3,108.94,54.84,67,24,4.45,few clouds,0.0,0.0
479,Chateaudun,FR,2019-11-08 05:17:24,48.08,1.33,41.0,100,90,11.41,overcast clouds,0.0,0.0
480,Yeppoon,AU,2019-11-08 05:17:24,-23.13,150.74,100.4,13,4,10.29,clear sky,0.0,0.0
481,Bealanana,MG,2019-11-08 05:17:25,-14.54,48.75,76.37,53,100,5.5,overcast clouds,0.0,0.0
482,Avera,US,2019-11-08 05:14:43,33.19,-82.53,66.2,87,90,8.05,moderate rain,0.0,0.0
483,Patea,NZ,2019-11-08 05:17:25,-39.76,174.48,62.13,80,14,18.68,few clouds,0.0,0.0
484,Ligayan,PH,2019-11-08 05:17:25,4.65,119.47,83.79,74,43,8.14,scattered clouds,0.0,0.0
485,Quatre Cocos,MU,2019-11-08 05:17:25,-20.21,57.76,80.6,65,75,17.22,broken clouds,0.0,0.0
486,Iquique,CL,2019-11-08 05:17:26,-20.22,-70.14,64.4,68,90,4.7,overcast clouds,0.0,0.0
487,Vanimo,PG,2019-11-08 05:17:26,-2.67,141.3,84.58,67,100,5.46,overcast clouds,0.0,0.0
488,Hun,BE,2019-11-08 05:17:26,50.34,4.87,39.2,93,20,4.7,few clouds,0.0,0.0
489,Kigoma,TZ,2019-11-08 05:17:26,-4.88,29.64,71.6,78,75,10.0,thunderstorm,0.0,0.0
490,Ulaangom,MN,2019-11-08 05:17:26,49.98,92.07,39.97,59,100,2.48,overcast clouds,0.0,0.0
491,Sigiriya,LK,2019-11-08 05:17:27,7.95,80.75,90.68,54,41,1.28,scattered clouds,0.0,0.0
492,San Rafael Del Sur,NI,2019-11-08 05:17:27,11.85,-86.44,77.0,88,40,6.93,scattered clouds,0.0,0.0
493,Tura,RU,2019-11-08 05:17:27,64.27,100.22,10.45,93,100,6.93,light snow,0.0,1.13
494,Cabo San Lucas,MX,2019-11-08 05:15:06,22.89,-109.91,77.0,73,90,4.7,overcast clouds,0.0,0.0
495,Crib Point,AU,2019-11-08 05:17:27,-38.35,145.2,53.1,64,15,28.97,light rain,0.38,0.0
496,Impfondo,CD,2019-11-08 05:17:27,1.62,18.06,76.15,77,23,1.52,few clouds,0.0,0.0
497,Hare Bay,CA,2019-11-08 05:14:07,48.86,-53.99,33.8,86,90,8.05,light snow,0.0,0.0
498,Pestovo,RU,2019-11-08 05:17:28,55.36,37.98,39.2,93,90,6.71,mist,0.0,0.0
499,Anloga,GH,2019-11-08 05:17:28,5.79,0.9,77.0,94,20,1.12,few clouds,0.0,0.0
500,Tucuman,PE,2019-11-08 05:17:28,-17.17,-70.89,51.85,59,0,0.96,clear sky,0.0,0.0
501,Cartagena,ES,2019-11-08 05:14:30,37.63,-1.0,55.4,54,28,4.7,scattered clouds,0.0,0.0
502,La Ronge,CA,2019-11-08 05:14:34,55.1,-105.3,17.6,72,90,12.75,overcast clouds,0.0,0.0
503,Dovolnoye,RU,2019-11-08 05:17:29,54.5,79.67,33.55,91,100,20.62,light rain,1.06,0.0
504,Hundested,DK,2019-11-08 05:17:29,55.97,11.85,48.2,93,83,9.17,light rain,1.81,0.0
505,Clyde River,CA,2019-11-08 05:17:30,70.47,-68.59,14.0,85,75,9.17,broken clouds,0.0,0.0
506,Piranhas,BR,2019-11-08 05:17:30,-16.43,-51.82,69.48,89,44,2.19,light rain,1.75,0.0
507,Egvekinot,RU,2019-11-08 05:17:30,66.32,-179.17,13.62,91,52,11.48,broken clouds,0.0,0.0
508,Big Spring,US,2019-11-08 05:17:31,32.25,-101.48,37.4,100,90,11.41,light rain,0.0,0.0
509,Yelan-Kolenovskiy,RU,2019-11-08 05:17:31,51.16,41.15,54.43,81,100,12.97,overcast clouds,0.0,0.0
510,Santo Tomas,PH,2019-11-08 05:17:31,7.53,125.62,91.4,52,40,8.05,scattered clouds,0.0,0.0
511,Sistranda,NO,2019-11-08 05:17:31,63.73,8.83,26.6,79,40,6.93,scattered clouds,0.0,0.0
512,Emba,CY,2019-11-08 05:17:31,34.81,32.42,66.2,45,0,9.17,clear sky,0.0,0.0
513,Inongo,CD,2019-11-08 05:17:32,-1.93,18.29,75.4,84,39,1.68,scattered clouds,0.0,0.0
514,Khandyga,RU,2019-11-08 05:17:32,62.65,135.58,-6.96,96,100,1.83,overcast clouds,0.0,0.0
515,Vechta,DE,2019-11-08 05:17:32,52.73,8.29,39.2,93,27,6.93,scattered clouds,0.0,0.0
516,Molodizhne,UA,2019-11-08 05:17:32,45.01,34.06,62.29,57,72,4.81,broken clouds,0.0,0.0
517,Vila Do Maio,CV,2019-11-08 05:17:33,15.13,-23.22,75.2,73,20,12.75,few clouds,0.0,0.0
518,Kothapet,IN,2019-11-08 05:17:33,17.37,78.55,82.4,83,75,3.96,mist,0.0,0.0
519,Santa Maria,BR,2019-11-08 05:15:19,-16.02,-48.01,69.8,83,40,2.24,scattered clouds,0.0,0.0
520,Whitecourt,CA,2019-11-08 05:14:09,54.14,-115.68,33.8,89,90,5.82,light rain,0.0,0.0
521,Perleberg,DE,2019-11-08 05:17:35,53.08,11.86,39.11,92,94,2.66,overcast clouds,0.0,0.0
522,Lashio,MM,2019-11-08 05:14:16,22.93,97.75,80.58,55,26,1.86,scattered clouds,0.0,0.0
523,Shimoda,JP,2019-11-08 05:13:51,34.7,138.93,66.2,45,20,13.87,few clouds,0.0,0.0
524,Narrabri,AU,2019-11-08 05:17:36,-30.33,149.78,87.8,12,0,23.04,clear sky,0.0,0.0
525,Coahuayana,MX,2019-11-08 05:13:47,18.62,-100.35,71.28,84,32,1.9,scattered clouds,0.0,0.0
526,Ugoofaaru,MV,2019-11-08 05:17:36,5.67,73.0,82.92,70,72,5.82,broken clouds,0.0,0.0
527,Lufilufi,WS,2019-11-08 05:17:36,-13.87,-171.6,86.0,70,75,6.93,broken clouds,0.0,0.0
528,Zhaotong,CN,2019-11-08 05:17:36,27.34,103.71,50.05,84,100,3.6,overcast clouds,0.0,0.0
529,Bireun,ID,2019-11-08 05:17:37,5.2,96.7,75.51,78,100,2.57,light rain,0.44,0.0
530,Obama,JP,2019-11-08 05:17:37,35.49,135.74,54.28,58,47,10.74,scattered clouds,0.0,0.0
531,Westport,US,2019-11-08 05:14:33,41.14,-73.36,42.8,70,90,9.17,light rain,0.0,0.0
532,Coihaique,CL,2019-11-08 05:13:40,-45.58,-72.07,37.4,98,100,1.12,overcast clouds,0.0,0.0
533,Skibbereen,IE,2019-11-08 05:17:37,51.55,-9.27,39.2,93,20,10.29,few clouds,0.0,0.0
534,Mosquera,CO,2019-11-08 05:17:38,4.71,-74.23,55.4,82,40,3.36,scattered clouds,0.0,0.0
535,Lugoba,TZ,2019-11-08 05:17:38,-6.46,38.33,84.04,70,87,1.23,light rain,2.44,0.0
536,Dzaoudzi,YT,2019-11-08 05:17:38,-12.79,45.27,84.2,83,70,6.93,broken clouds,0.0,0.0
537,Lasa,CY,2019-11-08 05:17:38,34.92,32.53,66.2,45,0,9.17,clear sky,0.0,0.0
538,Palmer,AU,2019-11-08 05:15:19,-34.85,139.16,60.8,48,20,21.92,few clouds,0.0,0.0
539,Omsukchan,RU,2019-11-08 05:17:39,62.53,155.8,9.0,97,48,2.62,scattered clouds,0.0,0.0
540,Paso De Los Toros,UY,2019-11-08 05:17:39,-32.81,-56.52,57.43,96,0,11.05,clear sky,0.0,0.0
541,Ulladulla,AU,2019-11-08 05:17:39,-35.36,150.48,75.2,27,80,27.51,light rain,1.06,0.0
542,Flic En Flac,MU,2019-11-08 05:17:39,-20.27,57.36,80.6,65,75,17.22,broken clouds,0.0,0.0
